post_id	reply_id	sarcasm
2jknbs	clcmepx	1
2jknbs	clcn5i7	0
2jl5np	clctadl	0
2jl5np	clcx6xs	1
2jlb4l	clcx5gh	0
2jlb4l	clczvx6	1
2jlciq	clcx11n	1
2jlciq	clcxiuc	0
2jlikb	clcx2h6	1
2jlikb	clcwi33	0
2jlk7u	clcw256	1
2jlk7u	cld3or4	0
2jllgl	clcw3w2	0
2jllgl	cld2468	1
2jlo2z	clczn40	0
2jlo2z	clcw1ev	1
2jlqa9	clcv5zq	0
2jlqa9	clcvrff	1
2jlqf8	clcwfk0	1
2jlqf8	clcw7x3	0
2jlyxk	clcxbah	1
2jlyxk	clcypyd	0
2jlzjk	cld10p4	0
2jlzjk	clcyqpg	1
2jlzza	clcxhe6	0
2jlzza	clcyo2i	1
2jm9qr	cld1tqm	0
2jm9qr	cld4tur	1
2jmbqz	cld24ie	0
2jmbqz	clda9a7	1
2jmc0f	cld4l34	1
2jmc0f	cld65g9	0
2jmdob	cld79iw	0
2jmdob	cld6frh	1
2jmehm	cld3qqg	0
2jmehm	clddte7	1
2jmfrw	cld66mv	0
2jmfrw	cld4wvk	1
2jmikj	cldd5r3	0
2jmikj	cld7i4u	1
2jmjdv	clef49k	1
2jmjdv	cld2plv	0
2jmqcs	cldjipt	0
2jmqcs	cldlswl	1
2jmz2o	cld6cqz	1
2jmz2o	cld6c6d	0
2jmz41	cld6uq1	1
2jmz41	cldf2n3	0
2jn2wx	cldet2k	1
2jn2wx	cldftry	0
2jn3fl	cld7jxw	0
2jn3fl	cld7x1n	1
2jn4yc	cld9tsa	1
2jn4yc	cldfa77	0
2jn8f6	cld9fep	1
2jn8f6	clhqckw	0
2jn8pf	cldjudw	1
2jn8pf	cldnxas	0
2jn9or	cldyk1l	0
2jn9or	cldp6vl	1
2jnbnm	clddbyo	0
2jnbnm	clddjj5	1
2jnexh	cldjowx	0
2jnexh	cldi0gi	1
2jnpdn	clddvq6	0
2jnpdn	clde50s	1
2jns5k	cldls5o	1
2jns5k	cldpkcj	0
2jntnq	cldksd5	0
2jntnq	cldho0b	1
2jnuty	cldgv8f	0
2jnuty	cldikuj	1
2jnv5u	cldmzim	0
2jnv5u	cldgd33	1
2jnz1e	cldmpn3	0
2jnz1e	cldj2dl	1
2jo480	cldiwyr	0
2jo480	cldwrym	1
2jo51z	cle6a1t	0
2jo51z	clduy0e	1
2jo5ej	cldjtwu	1
2jo5ej	cldz8ig	0
2joave	cldpscc	0
2joave	cldk59u	1
2jod6v	cldoilc	0
2jod6v	cldm6m4	1
2jode4	cldq6s8	0
2jode4	cldznnp	1
2joj5w	cldqa6u	0
2joj5w	cldnoqn	1
2jol1g	cldqw7k	0
2jol1g	cldpjqk	1
2jomi7	cldpsty	1
2jomi7	cldorv7	0
2jomvx	cldmspg	1
2jomvx	cldnhy1	0
2jonx4	clds82v	0
2jonx4	cldoo13	1
2joo5s	cldmq9x	1
2joo5s	cldmr96	0
2jou3r	cldp85x	0
2jou3r	cldss08	1
2jp044	cldw0bq	0
2jp044	clegcwz	1
2jp304	cldvkki	1
2jp304	cldxbm4	0
2jp366	cldrxy0	1
2jp366	cldxxzo	0
2jp6u1	clk6a9c	1
2jp6u1	cldtxd9	0
2jpaxp	cle8cpr	0
2jpaxp	cleln3v	1
2jpb48	cldtrl6	0
2jpb48	cldsjr1	1
2jpbg1	cle3dc3	0
2jpbg1	clec573	1
2jpprd	clemkpl	1
2jpprd	cle6t8v	0
2jpqa2	cle2dce	0
2jpqa2	clergvg	1
2jpsrz	cle778o	0
2jpsrz	cle8wyl	1
2jpzpq	cle079k	0
2jpzpq	cle5pck	1
2jq0cs	cle1cl1	1
2jq0cs	cle3azp	0
2jq463	cleb960	1
2jq463	clec5yw	0
2jq5th	clenbt1	0
2jq5th	cle1sbf	1
2jq7ee	cle30bj	1
2jq7ee	cle59ma	0
2jqaub	cle4i9f	0
2jqaub	cle9pe3	1
2jqj06	cle6b5k	0
2jqj06	clevm6a	1
2jqpou	cle8jok	1
2jqpou	cle8vui	0
2jqqv2	cleu03h	0
2jqqv2	cleh5b6	1
2jqra6	clef3n0	1
2jqra6	clea46i	0
2jqzxp	clel0sn	1
2jqzxp	clejcqy	0
2jrb3e	clenfh6	1
2jrb3e	clf125r	0
2jrc5g	clekkza	0
2jrc5g	clejivl	1
2jrjzv	clehzoa	0
2jrjzv	clem8rv	1
2jrm6h	clf3hva	0
2jrm6h	cleof40	1
2jrnvg	cleojlf	0
2jrnvg	clekw8z	1
2jro0p	clenerw	0
2jro0p	cleyim0	1
2jrpca	clempep	1
2jrpca	clei4xb	0
2jrrzw	clendrq	1
2jrrzw	clem3fe	0
2jrwb3	cleocvy	1
2jrwb3	clf035u	0
2jrxwv	clg6gf9	0
2jrxwv	cleklrd	1
2js28d	clep3gj	0
2js28d	cleush9	1
2js41s	clek4at	0
2js41s	clepvdh	1
2js5ap	cleslmb	1
2js5ap	clesp16	0
2js6gs	clfbphl	0
2js6gs	cleyz8s	1
2js71i	clelbtl	1
2js71i	clelmwc	0
2js8nf	cleodip	0
2js8nf	clerkez	1
2js9tc	clh36b9	0
2js9tc	clf43l8	1
2jsge0	cleobqx	1
2jsge0	clensqo	0
2jsmfp	clfcvib	0
2jsmfp	clf52ac	1
2jsn00	cleq1uy	1
2jsn00	clf2dlr	0
2jsqq6	clfb580	0
2jsqq6	clepu9h	1
2jszqd	clf6cha	0
2jszqd	clf3vnp	1
2jt2py	clf1pv1	1
2jt2py	clf903b	0
2jt2zn	cletow7	1
2jt2zn	cleyx9v	0
2jt7lt	clf6atv	1
2jt7lt	clevbtl	0
2jt7o1	cleuscg	0
2jt7o1	cleu70n	1
2jt9dw	cleuo57	1
2jt9dw	cleuq5r	0
2jt9ul	clf1k5q	0
2jt9ul	cleuy94	1
2jtd58	cleywto	1
2jtd58	clf8ej0	0
2jtkpf	clf3fic	0
2jtkpf	clezh1e	1
2jtmax	clfdaoi	1
2jtmax	clgfh28	0
2jtoi6	cleyukz	0
2jtoi6	clez0vw	1
2jtor8	clfbn84	1
2jtor8	clf7dlb	0
2jtpt4	clfdsdp	1
2jtpt4	clfjnku	0
2jtr1g	clf6j2b	0
2jtr1g	clf12oq	1
2jtykx	clf1oyf	0
2jtykx	clf1if1	1
2jtyx4	clicqzq	1
2jtyx4	clfrm5y	0
2ju13e	clf28b9	0
2ju13e	clf2579	1
2ju1pi	clf6yyp	0
2ju1pi	clfb7fp	1
2juauf	clfd1gh	1
2juauf	clffiq6	0
2jubk3	clgfd82	1
2jubk3	clg28es	0
2jucze	clfdxk6	0
2jucze	clfx9xv	1
2jud2p	clfbprb	1
2jud2p	clf70st	0
2juhua	clf6pap	1
2juhua	clfg4x4	0
2juk67	clf7ap9	1
2juk67	clf7ak9	0
2jupfh	clfo41o	0
2jupfh	clfk1w1	1
2jur0b	clfkosp	0
2jur0b	clfal6g	1
2juy1n	clfj5c7	0
2juy1n	clfcv7s	1
2jv1ty	clfca8f	1
2jv1ty	clfepzi	0
2jvaxw	clfi57s	0
2jvaxw	clfgb9n	1
2jvhgq	clffnfh	1
2jvhgq	clffldv	0
2jvhqu	clflryl	0
2jvhqu	clffx2h	1
2jvkob	clfivts	0
2jvkob	clfm1pq	1
2jvmey	clfhkqw	1
2jvmey	clfj2rs	0
2jvnk0	clfln43	0
2jvnk0	clfojky	1
2jvyel	clfn9gp	1
2jvyel	clfmp7b	0
2jvyk6	clfqp9f	0
2jvyk6	clft6ck	1
2jw1gu	clflo49	0
2jw1gu	clg3qey	1
2jw1k7	clfsqaw	1
2jw1k7	clfm0e2	0
2jw1lh	clfly8k	1
2jw1lh	clfp0nd	0
2jw1n2	clfyrxb	0
2jw1n2	clge8mz	1
2jw3wu	clgcs1s	0
2jw3wu	clfmydj	1
2jw5yl	clfldzf	1
2jw5yl	clflk97	0
2jw6x1	clfz16f	0
2jw6x1	clg58f0	1
2jw7rz	clfmgcg	1
2jw7rz	clfsvan	0
2jw7zl	clfq012	1
2jw7zl	clg9pmi	0
2jwahd	clfxvic	1
2jwahd	clg0o2a	0
2jwe3l	clfug32	1
2jwe3l	clgaclj	0
2jwhpq	clg2ri6	1
2jwhpq	clgchws	0
2jwi0i	clgh5lx	0
2jwi0i	clg1xpd	1
2jwjqj	clfsi1n	1
2jwjqj	clfpg84	0
2jwjtk	clfr9xz	1
2jwjtk	clga8io	0
2jwq4z	clg0u8e	1
2jwq4z	clg10s9	0
2jwtb1	clfshg9	0
2jwtb1	clftdbg	1
2jwurj	clfsxyg	0
2jwurj	clggmuq	1
2jwxbu	clg1oh5	1
2jwxbu	clft7qd	0
2jwxsg	clgcjxf	0
2jwxsg	clgb5xd	1
2jwz1w	clfzsyh	0
2jwz1w	clgicri	1
2jx1cx	clg0s7t	1
2jx1cx	clfua23	0
2jx28t	clgjdg9	1
2jx28t	clg2l39	0
2jx4zz	clg153m	0
2jx4zz	clfybnm	1
2jx5c0	clg51bc	0
2jx5c0	clfvj8m	1
2jx8fy	clg20ch	0
2jx8fy	clgan2j	1
2jxal6	clg6hjk	1
2jxal6	clfypav	0
2jxcmd	clioli5	0
2jxcmd	clgwsto	1
2jxhkp	clfyldm	0
2jxhkp	clfylzg	1
2jxola	clgbuw5	1
2jxola	clg1o99	0
2jxolh	clg562t	1
2jxolh	clg1zfb	0
2jxr7k	clgbxgj	1
2jxr7k	clgbywk	0
2jxsho	clg4zl5	1
2jxsho	clg44fe	0
2jxupk	clg9mfk	1
2jxupk	clg6ypo	0
2jy9qg	clg71ma	1
2jy9qg	clg6at6	0
2jyaux	clg6nlz	0
2jyaux	clg6lzq	1
2jyfmu	clg87kk	0
2jyfmu	clgf91x	1
2jyg5a	clgbg7w	0
2jyg5a	clgbo2l	1
2jygss	clgc9jx	1
2jygss	clg8e0f	0
2jyl6r	clg9j1s	1
2jyl6r	clgbesm	0
2jymzx	clgevb9	0
2jymzx	clgcou3	1
2jyn99	clgau7g	0
2jyn99	clgc62h	1
2jypau	clgbh7b	0
2jypau	clgi0yy	1
2jyurm	clgbyst	1
2jyurm	clgca9f	0
2jyx4s	clggy89	1
2jyx4s	clgdc36	0
2jz7be	clgfgg3	0
2jz7be	clgj5ok	1
2jz9in	clguqi3	1
2jz9in	clgk3ii	0
2jzazo	clgkyk8	0
2jzazo	clgh8kd	1
2jzbiz	clghuq0	0
2jzbiz	clgibvz	1
2jzdmk	clggik5	1
2jzdmk	clgl63o	0
2jzgn2	clgo9g2	1
2jzgn2	clgxsii	0
2jzi3b	clgiuh8	0
2jzi3b	clgqyws	1
2jzi6t	clgvvo7	0
2jzi6t	cliot12	1
2jzit7	clhbs2y	1
2jzit7	clh829y	0
2jzjm9	clgnslh	1
2jzjm9	clgkfqz	0
2jzjvl	clgorbm	1
2jzjvl	clgmnuh	0
2jzkqw	clgmvuz	1
2jzkqw	clh8xcz	0
2jzor0	clgouas	0
2jzor0	clgt9lc	1
2jzp18	clgysw2	1
2jzp18	clgmdp0	0
2jzqeg	clgmbug	0
2jzqeg	clglfli	1
2jzr0k	clhaqff	0
2jzr0k	clh0uje	1
2jzrog	clj33t9	1
2jzrog	cljac4l	0
2jzt73	clhelq2	0
2jzt73	clhfm81	1
2jzubh	clh1vdk	0
2jzubh	clgyhil	1
2jzw5x	clgzw0a	0
2jzw5x	clgl2ju	1
2jzw69	clgqgl6	1
2jzw69	clglknq	0
2jzwj4	clgx0x4	0
2jzwj4	clgw9hg	1
2jzxyx	clgsc74	1
2jzxyx	clgwoyh	0
2jzyn9	clgs92l	0
2jzyn9	clh5e8f	1
2k0048	clgmb3p	0
2k0048	clh32fi	1
2k008s	clgwk5i	1
2k008s	clgnfrl	0
2k01hh	clh1b3h	1
2k01hh	clhldne	0
2k028a	clgo8t1	1
2k028a	clgp7qa	0
2k05fs	clgx7ch	0
2k05fs	clgnu1p	1
2k07xl	clgoe2u	0
2k07xl	clgsveu	1
2k08yg	clgpf4p	0
2k08yg	clgrg2t	1
2k0ccj	clgrgbr	0
2k0ccj	clgq9mt	1
2k0eik	clgqyjq	1
2k0eik	clgswwn	0
2k0esd	clh2b5d	1
2k0esd	clgtkxn	0
2k0ihs	cli1rop	1
2k0ihs	cli76n7	0
2k0j6x	clgwzlh	1
2k0j6x	clh74k0	0
2k0khg	clgxakr	1
2k0khg	clgymgf	0
2k0mvd	clgu99b	0
2k0mvd	clhawig	1
2k0q99	clhez23	0
2k0q99	clhbgyi	1
2k0rwc	clhabb0	0
2k0rwc	clgwyay	1
2k0ws6	clh80xt	1
2k0ws6	clh5ka6	0
2k14oy	clh8yvm	0
2k14oy	clhdg19	1
2k168n	clh8nhf	0
2k168n	clhzk8n	1
2k17l7	clgz07o	0
2k17l7	clhhozh	1
2k17lx	clh4neg	0
2k17lx	clhar04	1
2k1cb2	clh8uqu	1
2k1cb2	clhjh0t	0
2k1f55	clh51oo	1
2k1f55	clh4oks	0
2k1fno	clh2ea4	0
2k1fno	clh5iwv	1
2k1gy6	clhbg8u	1
2k1gy6	clhpquu	0
2k1k9e	clhioxu	0
2k1k9e	clhiu2w	1
2k1p7l	clh4pzf	1
2k1p7l	clh8k4n	0
2k1pg3	clhap4x	1
2k1pg3	clhssqs	0
2k1y6f	clhcx92	0
2k1y6f	clh66od	1
2k1zdj	clhay2b	1
2k1zdj	clhfi5i	0
2k21fv	cli4shk	0
2k21fv	clh7up9	1
2k27rv	clh7vrl	1
2k27rv	clhluqa	0
2k2fc2	clhiu2a	0
2k2fc2	clhdor2	1
2k2ha9	clhb6p8	0
2k2ha9	clhakcp	1
2k2jit	clj0il9	0
2k2jit	clhh3sa	1
2k2q5r	cll3vam	0
2k2q5r	clhjrer	1
2k30tu	clhm8kp	0
2k30tu	clhmi5z	1
2k30ze	clhorm0	0
2k30ze	clhfk6l	1
2k38m7	clhh2ub	0
2k38m7	cli0w3l	1
2k38mr	clhhhg0	0
2k38mr	clhpgga	1
2k38o5	clhmyle	0
2k38o5	clht6oa	1
2k38vy	clhkyjd	1
2k38vy	clhlb3c	0
2k3b6o	clhrf04	0
2k3b6o	clhncwp	1
2k3baq	clhrdcn	1
2k3baq	cli5550	0
2k3bhq	clhkdka	0
2k3bhq	clhj4l8	1
2k3cio	clhl1cq	1
2k3cio	clhiffq	0
2k3dmj	clhis6b	1
2k3dmj	clj0j3d	0
2k3hr4	clhse5s	0
2k3hr4	clhmbo2	1
2k3lw4	clhqods	1
2k3lw4	clhymxi	0
2k3qw1	clhlo9z	0
2k3qw1	clhzk3c	1
2k3rie	clhyk5v	1
2k3rie	clhyprg	0
2k3xjm	clho7dx	0
2k3xjm	clhrn10	1
2k3ze6	cljnc6s	1
2k3ze6	clhzisa	0
2k42ja	clig0o0	0
2k42ja	clhxjhd	1
2k43s5	cljk9bl	1
2k43s5	clhyj5i	0
2k4crx	clhs1qu	0
2k4crx	clhs37c	1
2k4ix0	clhyzx2	0
2k4ix0	clhunll	1
2k4mi1	cli0s6j	1
2k4mi1	cli1q7z	0
2k4nu7	clhuxi5	0
2k4nu7	clhykor	1
2k4nyo	cli9hft	0
2k4nyo	cli0f6z	1
2k4q0h	clhyvt1	1
2k4q0h	clidetg	0
2k4r1k	clidjc4	0
2k4r1k	clhxdmd	1
2k4tpk	cli7wir	0
2k4tpk	clip8k9	1
2k4w8i	cli96fm	1
2k4w8i	clid6q5	0
2k53aw	cli14wi	0
2k53aw	cln8n09	1
2k54tn	cli9q04	0
2k54tn	clic0f3	1
2k54vk	cli3zsl	1
2k54vk	cliihsa	0
2k55dq	cli3l3j	0
2k55dq	cli0948	1
2k59i6	cliaxlu	0
2k59i6	cli76s3	1
2k5bvc	cli9rv9	1
2k5bvc	cligegb	0
2k5c3u	cli5gqy	1
2k5c3u	cli8ta0	0
2k5exq	cli8agy	0
2k5exq	clidi86	1
2k5fjb	cli50lr	1
2k5fjb	cli4dp4	0
2k5gcs	cli6wug	1
2k5gcs	cli7afd	0
2k5j7e	cli87gm	1
2k5j7e	cligyfu	0
2k5saa	clib98t	0
2k5saa	clj8zem	1
2k5x0k	cli7ibp	0
2k5x0k	cli9m6h	1
2k612g	clilav5	1
2k612g	cliaxf4	0
2k676k	cliawfu	1
2k676k	cliaang	0
2k67k0	cliamj5	0
2k67k0	clilueb	1
2k68kt	clikvug	0
2k68kt	cliaqs9	1
2k69vg	clic301	1
2k69vg	clib2rq	0
2k6czv	clievx1	1
2k6czv	clicvpe	0
2k6d1q	cligdfu	0
2k6d1q	clibxch	1
2k6gv8	clicvvr	0
2k6gv8	clidvpq	1
2k6mqj	clidvzr	1
2k6mqj	cljdwkn	0
2k6o10	cliibbs	0
2k6o10	clientd	1
2k6o9y	clj0yy0	0
2k6o9y	cliogbr	1
2k6oa6	clijux2	0
2k6oa6	clijcsw	1
2k6r31	clip0ti	1
2k6r31	cliu4sj	0
2k6sad	clitlyw	0
2k6sad	clj4tlc	1
2k6tgs	clijo7c	1
2k6tgs	clj9ehb	0
2k6zhi	clint73	1
2k6zhi	cljnj37	0
2k707w	cljh5nm	0
2k707w	clispl7	1
2k74ds	cliodd7	0
2k74ds	cliyl4w	1
2k77vo	cliosxq	1
2k77vo	clj3ay1	0
2k7acv	clinbcy	1
2k7acv	cljc01t	0
2k7bg3	clj5jte	0
2k7bg3	climjje	1
2k7cpj	cliw3iz	1
2k7cpj	clildd9	0
2k7fgn	cljb1tp	0
2k7fgn	clip8zo	1
2k7fmh	clixyj7	1
2k7fmh	clin2w5	0
2k7mbp	clir9gx	1
2k7mbp	clinlyn	0
2k7pqf	clitmor	1
2k7pqf	cljjepj	0
2k7rpx	clip14k	1
2k7rpx	clip4hc	0
2k7sil	clj8ty9	1
2k7sil	cliu4sa	0
2k7vid	cliz2ll	1
2k7vid	cljlo4j	0
2k80r9	clithqj	0
2k80r9	clj3kau	1
2k82mm	clj3lh9	1
2k82mm	cliyqby	0
2k82o4	clisegx	1
2k82o4	clisc0m	0
2k83cb	cliwyaq	1
2k83cb	cliu59g	0
2k86hl	clitikz	1
2k86hl	clj1t8y	0
2k88xs	cliuq57	1
2k88xs	clityre	0
2k8a9g	clj35zt	0
2k8a9g	cljccsb	1
2k8c6k	clixy49	0
2k8c6k	clizd7x	1
2k8hrz	cliy30e	1
2k8hrz	cliwe6o	0
2k8m36	clj4h3g	1
2k8m36	cljalnf	0
2k8niv	clj3ivo	0
2k8niv	cljlvi5	1
2k8qqt	clj6s41	0
2k8qqt	clj2y1g	1
2k8ta6	clj9bkc	1
2k8ta6	clj6uz6	0
2k8tc4	clj0l5u	1
2k8tc4	clj9k89	0
2k8xvl	clj12ji	1
2k8xvl	cllalbl	0
2k92sg	clj23jt	0
2k92sg	clj5xwv	1
2k93xw	clj3n1h	1
2k93xw	clj2j1q	0
2k95nm	clj3bh4	1
2k95nm	clj6kxq	0
2k98m1	clj5r3u	1
2k98m1	cljhdhc	0
2k9939	clj4o3f	1
2k9939	clj40zp	0
2k99y3	cljgfub	1
2k99y3	clj957o	0
2k9aep	cljgfep	0
2k9aep	cljivei	1
2k9bnf	clj5bq7	0
2k9bnf	cljiapz	1
2k9lt8	clj7zth	1
2k9lt8	clj81iw	0
2k9n14	clkx124	0
2k9n14	cljatha	1
2k9y41	cljcbq2	0
2k9y41	cljpdqq	1
2k9yig	cljf4b2	0
2k9yig	cljyi8t	1
2ka1ok	cljhmbr	0
2ka1ok	cljcsbq	1
2ka6q6	cljhrmi	1
2ka6q6	cljp4om	0
2ka6sb	cljbxkx	1
2ka6sb	cljc0ht	0
2ka6us	cljc4ug	1
2ka6us	cljghcl	0
2kaajk	clje7uq	0
2kaajk	cljni31	1
2kad6a	cljr6z4	1
2kad6a	clji2he	0
2kaevm	cljkgwv	0
2kaevm	clkd872	1
2kaexc	clje7b1	0
2kaexc	cljdyb6	1
2kagja	cljebjh	1
2kagja	cljecs9	0
2kah96	cljen41	1
2kah96	cljeij2	0
2kakgp	clji1u6	1
2kakgp	cljff8h	0
2kanpe	cljlkrb	0
2kanpe	cljr3em	1
2kaomc	cljhnej	0
2kaomc	cljiamg	1
2kaqxf	cljisb3	0
2kaqxf	cljh8qk	1
2kat9v	cljnmkg	1
2kat9v	cljmhoq	0
2kauof	clk716e	1
2kauof	cljims1	0
2kawh5	cljohfa	0
2kawh5	cljkw8i	1
2kaz1w	clkctib	0
2kaz1w	cljjjp8	1
2kb0ae	cljlewj	0
2kb0ae	cljmsmi	1
2kb4b7	clk68hj	1
2kb4b7	cljpghj	0
2kb83j	cljornd	0
2kb83j	cljxkfz	1
2kbdqr	clk8v9u	0
2kbdqr	cljx8ps	1
2kbpzs	clk51uq	0
2kbpzs	clk0trs	1
2kbtvm	clk52vs	0
2kbtvm	cljzolr	1
2kbxps	cljwujb	1
2kbxps	clkb2sn	0
2kc0dm	clkph3o	1
2kc0dm	cljxz3f	0
2kc2js	clju4sv	1
2kc2js	clju88o	0
2kc3ln	cljua4v	1
2kc3ln	cljuse3	0
2kc6ed	clk8ufk	1
2kc6ed	cljyyl6	0
2kc7br	clk3o1e	1
2kc7br	cljxffa	0
2kc8iv	cljvuik	0
2kc8iv	cljw0rd	1
2kcgob	cljzjer	0
2kcgob	clkchpo	1
2kcn4b	clk2w96	1
2kcn4b	clk05sd	0
2kcq6r	clk0yew	1
2kcq6r	clkg5so	0
2kcv51	clkvyf6	1
2kcv51	clk2gle	0
2kcv7x	clk82fw	0
2kcv7x	clk2p72	1
2kcvg9	clk6omf	1
2kcvg9	clk5s0e	0
2kcxc5	clk396m	0
2kcxc5	clk3he1	1
2kd00r	clk9hs3	1
2kd00r	clk60t8	0
2kd1ux	clk93gw	0
2kd1ux	clkfu67	1
2kd5dp	clkea3l	1
2kd5dp	clk88on	0
2kd6in	clkiuu7	1
2kd6in	clklv84	0
2kd6uv	clk5apq	1
2kd6uv	clkd6r5	0
2kd7gy	clk6287	0
2kd7gy	clk5s3u	1
2kd96o	clkcupw	1
2kd96o	clkni85	0
2kd9up	clkf16b	0
2kd9up	clkhhxd	1
2kdbi4	clk9fuh	1
2kdbi4	clk70nf	0
2kddvb	clk6tbr	0
2kddvb	clk7ad3	1
2kdf9n	clkmro4	0
2kdf9n	clkd6ms	1
2kdf9t	clk75ot	1
2kdf9t	clk8c77	0
2kdjsn	clkyj9y	0
2kdjsn	clkba95	1
2kdjvc	clkqzx9	1
2kdjvc	clkjfe3	0
2kdog2	clko6t8	0
2kdog2	clkh738	1
2kdpvc	cll63lq	1
2kdpvc	clkh0tl	0
2kdqmr	clkg1hn	1
2kdqmr	cll509f	0
2kdqvn	clkfwgs	1
2kdqvn	cll043t	0
2kdsng	clkeftb	1
2kdsng	clkeod9	0
2kdul5	clknlrp	1
2kdul5	clkhea9	0
2kdvii	clkpa58	1
2kdvii	clkpv4w	0
2kdvk5	clkhebt	1
2kdvk5	clknqzv	0
2kdwgx	clkmpxx	1
2kdwgx	clkukqa	0
2kdy9c	clkczfi	0
2kdy9c	clkd6qx	1
2ke32u	clkhwyn	1
2ke32u	clkjipp	0
2ke3om	clks8aq	1
2ke3om	cllo0kp	0
2ke8bh	clkjxei	1
2ke8bh	clkhx00	0
2ke9ye	clkgiz4	1
2ke9ye	clkguxq	0
2kecsi	cll678d	1
2kecsi	clku57c	0
2keuc6	clku63v	0
2keuc6	cllb7h3	1
2kewih	clkmsme	0
2kewih	cll3hjb	1
2kewss	clkpdkf	0
2kewss	clksrv2	1
2kf19m	clkqd97	1
2kf19m	clkzhr7	0
2kf6bl	clkpq63	1
2kf6bl	clli9ts	0
2kfbd2	clks3zo	1
2kfbd2	cll2img	0
2kfmv2	clky1so	0
2kfmv2	cll0txu	1
2kfndk	cll59my	0
2kfndk	cll0b8f	1
2kfxep	clkzbgv	1
2kfxep	clnqu25	0
2kg7k0	cllkpwl	0
2kg7k0	cll1sqc	1
2kgc8z	cllaxv0	1
2kgc8z	cll8eqr	0
2kgcz0	cllcgxm	1
2kgcz0	cllepyn	0
2kgd6m	cll99cj	0
2kgd6m	cll5dml	1
2kgfpt	cll9bgn	0
2kgfpt	cll77dx	1
2kgkd9	clldoio	0
2kgkd9	cll8edd	1
2kgr5q	cllc6p6	1
2kgr5q	cllqz46	0
2kgsg4	cllb4qf	1
2kgsg4	cllem7x	0
2kgtbw	cllijmn	1
2kgtbw	cllnd8j	0
2kgtrr	cm7g4yu	1
2kgtrr	cllfaqt	0
2kgv6k	cllzyhi	0
2kgv6k	cll639m	1
2kgvsa	cll90v7	0
2kgvsa	cll7fh2	1
2kgwmu	cllfz8e	0
2kgwmu	cllgsl9	1
2kgxys	cll9ae5	1
2kgxys	clls5pe	0
2kgyig	cll7fhv	0
2kgyig	cll7n5k	1
2kh0o2	cllg9hr	0
2kh0o2	cllkv3b	1
2kh8nh	cllbkvx	0
2kh8nh	cll9kd8	1
2kh9ho	cll9uqo	0
2kh9ho	clle53q	1
2khfyu	cllfqee	1
2khfyu	clm54k8	0
2khjs4	clle8un	1
2khjs4	cllxhg7	0
2khkba	cllct11	0
2khkba	cllscuc	1
2khkbh	clldknk	1
2khkbh	cllczx8	0
2khkrs	cllds73	1
2khkrs	cllypr1	0
2khm5d	cllyybm	1
2khm5d	clm2uiq	0
2kho18	cllv9e2	0
2kho18	cllyd32	1
2khro3	cllldcx	0
2khro3	cllevm9	1
2khrw7	cllmys7	1
2khrw7	clllvlb	0
2khsbv	cllx8d4	0
2khsbv	cllse4a	1
2khuqt	clm70em	0
2khuqt	cllgkld	1
2khxmr	cllj6og	1
2khxmr	cllw5zj	0
2ki1jn	clli3af	0
2ki1jn	cllo1ks	1
2ki2sj	cllj4b9	0
2ki2sj	cllqwyc	1
2ki5w4	clljp8m	1
2ki5w4	cllpve4	0
2ki7kq	cllwq1u	0
2ki7kq	cllktcq	1
2kibv9	clqt3cm	1
2kibv9	clnaa4n	0
2kicvl	cllkplc	1
2kicvl	cllknls	0
2kiito	cllqcfn	1
2kiito	clluosm	0
2kir7x	clmh9el	1
2kir7x	clm0ir3	0
2kirfm	cllqvjk	1
2kirfm	cllon27	0
2kitg7	cllyhd5	1
2kitg7	cllqmvo	0
2kiy3e	clm72ez	0
2kiy3e	cllvt2g	1
2kj49b	cllsjvk	0
2kj49b	cllsiqp	1
2kj7zr	clm1m7t	1
2kj7zr	clm3w8k	0
2kj862	clltrg0	0
2kj862	clluvlo	1
2kj9ju	clnrd1q	1
2kj9ju	cllv1st	0
2kj9xs	cllzhx5	0
2kj9xs	cllx2oc	1
2kjbyy	clr87rv	1
2kjbyy	clluv8f	0
2kjd2m	cllvbor	1
2kjd2m	clm8fqt	0
2kjdlp	clm3k4u	0
2kjdlp	clmv8jk	1
2kjg9i	clm1l97	0
2kjg9i	clm0vy2	1
2kjj31	clm58rt	0
2kjj31	clm9typ	1
2kjlnt	clm65qi	0
2kjlnt	cllzztu	1
2kjlqk	clly2ty	1
2kjlqk	cllzlun	0
2kjogx	clm1pgq	1
2kjogx	cllzbuv	0
2kjqy9	clm9tog	0
2kjqy9	clm2mth	1
2kjr6x	clm4gr3	0
2kjr6x	clm4bcf	1
2kjs68	clmo8j3	1
2kjs68	clmb2a7	0
2kjx2l	clniu66	1
2kjx2l	clmbobc	0
2kjy7k	clm8rne	0
2kjy7k	clm4l5k	1
2kk14n	clowo0b	1
2kk14n	clm0pc3	0
2kk1ax	clm7q95	1
2kk1ax	clmnsxr	0
2kk535	clm22zi	1
2kk535	cln0z2b	0
2kk53s	clm3c6z	0
2kk53s	clmjdt3	1
2kk7cz	clmj8do	1
2kk7cz	clmmyfl	0
2kken9	cln6t67	0
2kken9	clm47mj	1
2kkfae	clmrf8l	1
2kkfae	clmjmhw	0
2kki29	clm5q8t	0
2kki29	clm57tv	1
2kki3n	clm53sl	1
2kki3n	clm6qq8	0
2kki5t	clm5lm7	0
2kki5t	clm5mvx	1
